"","nicu","name","full_address","addr","city","state","zip","level","beds","type","contact"
"1196",1196,"Tenova Health Clarksville","651 Dunlop Ln Clarksville TN 37040","651 Dunlop Ln","Clarksville","TN","37040","II",12,"Academic Program","Bradley Stancombe, MD"
"1197",1197,"Terre Haute Regional Hospital","3901 S 7th St, Terre Haute IN 47802","3901 S 7th St,","Terre Haute","IN","47802","II",NA,"Private Practice",NA
"1198",1198,"Terrebonne General Medical Center","8166 W Main St Houma LA 70360","8166 W Main St","Houma","LA","70360","III",8,NA,NA
"1199",1199,"Texas Children’s Hospital","6621 Fannin St. Houston TX 77030","6621 Fannin St.","Houston","TX","77030","IV",173,"Academic Program","Lakshmi Katakam, MD"
"1200",1200,"Texas Children’s Hospital – The Woodlands","17600 Interstate 45 South The Woodlands TX 77384","17600 Interstate 45 South","The Woodlands","TX","77384","III",14,"Academic Program",NA
"1201",1201,"Texas Health Arlington Memorial Hospital","800 W Randol Mill Rd Arlington TX 76012","800 W Randol Mill Rd","Arlington","TX","76012","III",30,"Private Practice",NA
"1202",1202,"Texas Health Harris Methodist Hospital Alliance","10864 Texas Health Trail Fort Worth TX 76244","10864 Texas Health Trail","Fort Worth","TX","76244","II",NA,"Private Practice",NA
"1203",1203,"Texas Health Harris Methodist Hospital Fort Worth","1301 Pennsylvania Ave Fort Worth TX 76104","1301 Pennsylvania Ave","Fort Worth","TX","76104","III",65,"Private Practice","Richard Sidebottom, MD"
"1204",1204,"Texas Health HEB","1600 Hospital Parkway Bedford TX 76022","1600 Hospital Parkway","Bedford","TX","76022","II",NA,"Private Practice","Suzanne Whitbourne, MD"
"1205",1205,"Texas Health Huguley Hospital","11801 South Fwy. Burleson TX 76028","11801 South Fwy.","Burleson","TX","76028","II",8,"Private Practice",NA
"1206",1206,"Texas Health Prebyterian Hospital Flower Mound","4400 Long Prairie Rd Flower Mound TX 75028","4400 Long Prairie Rd","Flower Mound","TX","75028","II",NA,"Private Practice",NA
"1207",1207,"Texas Health Presbyterian Hospital Allen","1105 N Central Expy Allen TX 75013","1105 N Central Expy","Allen","TX","75013","II",6,"Private Practice","Eduardo Perez, MD"
"1208",1208,"Texas Health Presbyterian Hospital Dallas","8200 Walnut Hill Ln Dallas TX 75231","8200 Walnut Hill Ln","Dallas","TX","75231","III",47,"Academic Program","Christina Chan, MD"
"1209",1209,"Texas Health Presbyterian Hospital Denton","3000 North I-35 Denton TX 76201","3000 North I-35","Denton","TX","76201","III",16,"Private Practice","Philip Marinelli, DO"
"1210",1210,"Texas Health Presbyterian Hospital Plano","6200 West Parker Road Plano TX 75093","6200 West Parker Road","Plano","TX","75093","IV",45,"Private Practice","Antonio Santiago, MD"
"1211",1211,"Texas Health Southwest Fort Worth","6100 Harris Pkwy Fort Worth TX 76132","6100 Harris Pkwy","Fort Worth","TX","76132","II",NA,"Private Practice","Randall Grubbs, MD"
"1212",1212,"Texoma Medical Center","5016 US-75 Denison TX 75020","5016 US-75","Denison","TX","75020","III",12,"Private Practice","Kevin Kathrotia, MD"
"1213",1213,"The Children’s Hospital at Palms West","13001 Southern Blvd Loxahatchee Groves FL 33470","13001 Southern Blvd","Loxahatchee Groves","FL","33470","II",10,"Private Practice",NA
"1214",1214,"The Christ Hospital","2139 Auburn Ave Cincinnati OH 45219","2139 Auburn Ave","Cincinnati","OH","45219","II",15,"Academic Program","Vivek Narendran, MD"
"1215",1215,"The Hospitals of Providence Memorial Campus","2001 N Oregon St El Paso TX 79902","2001 N Oregon St","El Paso","TX","79902","IV",35,"Private Practice",NA
"1216",1216,"The Medical Center of Southeast Texas","2555 Jimmy Johnson Blvd Port Arthur TX 77640","2555 Jimmy Johnson Blvd","Port Arthur","TX","77640","III",12,"Private Practice","Kevin Kathrotia, MD"
"1217",1217,"The Valley Hospital","223 N Van Dien Ave, Ridgewood NJ 07450","223 N Van Dien Ave,","Ridgewood","NJ","07450","III",15,"Academic Program","Carmela Pane, MD"
"1218",1218,"The Woman’s Hospital of Texas","7600 Fannin St Houston TX 77054","7600 Fannin St","Houston","TX","77054","IV",146,"Private Practice","Bill Caplan, MD"
"1219",1219,"Thibodaux Regional Medical Center","602 N Acadia Rd Thibodaux LA 70301","602 N Acadia Rd","Thibodaux","LA","70301","II",6,"Private Practice","Steven Spedale, MD"
"1220",1220,"Thomas Jefferson University Hospital","111 S 11th St, Philadelphia PA 19107","111 S 11th St,","Philadelphia","PA","19107","III",40,"Academic Program","Kolawole Solarin, MD"
"1221",1221,"Thomas Memorial Hospital","4605 MacCorkle Ave SW South Charleston WV 25309","4605 MacCorkle Ave SW","South Charleston","WV","25309","II",8,"Private Practice",NA
"1222",1222,"Tidelands Georgetown Memorial Hospital","606 Black River Rd, Georgetown SC 29440","606 Black River Rd,","Georgetown","SC","29440","II",5,NA,NA
"1223",1223,"Tidelands Waccamaw Community Hospital","4070 US Highway 17 Bypass South, Murrells Inlet SC 29576","4070 US Highway 17 Bypass South,","Murrells Inlet","SC","29576","II",NA,NA,NA
"1224",1224,"Timpanogos Regional Medical Center","750 W 800 N Orem UT 84057","750 W 800 N","Orem","UT","84057","III",24,"Private Practice","Dale Gerstmann, MD"
"1225",1225,"Tisch Hospital","550 1st Avenue New York NY 10016","550 1st Avenue","New York","NY","10016","IV",54,"Academic Program","Sean Bailey, MD"
"1226",1226,"Titus Regional Medical Center","2001 N Jefferson Ave Mt Pleasant TX 75455","2001 N Jefferson Ave","Mt Pleasant","TX","75455","II",3,NA,NA
"1227",1227,"Toledo Children’s Hospital","2142 N Cove Blvd Toledo OH 43606","2142 N Cove Blvd","Toledo","OH","43606","III",72,"Private Practice","Howard Stein, MD"
"1228",1228,"Tomball Regional Medical Center","605 Holderrieth Blvd Tomball TX 77375","605 Holderrieth Blvd","Tomball","TX","77375","III",26,"Private Practice","Rebecca Ballard, MD"
"1229",1229,"Torrance Memorial Medical Center","3330 Lomita Blvd Torrance CA 90505","3330 Lomita Blvd","Torrance","CA","90505","III",25,"Private Practice","Jerry Schwartz, MD"
"1230",1230,"Touro Infirmary Hospital","1401 Foucher St New Orleans LA 70115","1401 Foucher St","New Orleans","LA","70115","III",24,"Academic Program","Staci Olister, MD"
"1231",1231,"Tradition Hospital","10000 SW Innovation Way Port St. Lucie FL 34987","10000 SW Innovation Way","Port St. Lucie","FL","34987","II",6,NA,NA
"1232",1232,"Tri-City Medical Center","4002 Vista Way Oceanside CA 92056","4002 Vista Way","Oceanside","CA","92056","III",29,"Private Practice","Hamid Movahhedian, MD"
"1233",1233,"Trinity Health","1 W Burdick Expy Minot ND 58701","1 W Burdick Expy","Minot","ND","58701","III",10,"Hospital Employed","Thomas Carver, DO"
"1234",1234,"Trinity Hospital of Augusta","2260 Wrightsboro Road Augusta GA 30904","2260 Wrightsboro Road","Augusta","GA","30904","II",NA,NA,NA
"1235",1235,"Tripler Army Medical Center","1 Jarrett White Rd. Honolulu HI 96859","1 Jarrett White Rd.","Honolulu","HI","96859","III",22,NA,"Steven Acevedo, MD"
"1236",1236,"Tristar Centennial Hospital","2220 Patterson Street Nashville TN 37203","2220 Patterson Street","Nashville","TN","37203","III",60,"Private Practice","Muhammed Ismail, MD"
"1237",1237,"Tristar Stonecrest Medical Center","200 StoneCrest Boulevard Smyrna TN 37167","200 StoneCrest Boulevard","Smyrna","TN","37167","II",8,"Private Practice","Ashraf Hamden, MD"
"1238",1238,"Truman Medical Center – Hospital Hill","2301 Holmes St Kansas City MO 64108","2301 Holmes St","Kansas City","MO","64108","III",19,"Academic Program",NA
"1239",1239,"Truman Medical Center – Lakewood","2301 Holmes St Kansas City MO 64108","2301 Holmes St","Kansas City","MO","64108","II",5,"Academic Program",NA
"1240",1240,"Tuba City Regional Medical Center","167 Main St Tuba City AZ 86045","167 Main St","Tuba City","AZ","86045","II",2,NA,"Stephen Holve, MD"
"1241",1241,"Tufts Medical Center","800 Washington St Boston MA 02111","800 Washington St","Boston","MA","02111","III",40,"Academic Program","Rodica Turcu, MD"
"1242",1242,"Tulane Lakeside Hospital","4700 S I-10 Service Rd W Metairie LA 70001","4700 S I-10 Service Rd W","Metairie","LA","70001","III",28,"Academic Program","Jay Goldsmith, MD"
"1243",1243,"Tuscon Medical Center","5301 E Grant Rd Tucson AZ 85712","5301 E Grant Rd","Tucson","AZ","85712","III",42,"Private Practice","Moira Richards, MD"
"1244",1244,"UAB Medical West","995 9th Ave SW Bessemer AL 35022","995 9th Ave SW","Bessemer","AL","35022","II",4,"Private Practice","Ginny Karle, MD"
"1245",1245,"UC  Health Longs Peak","1750 E Ken Pratt Blvd Longmont CO 80504","1750 E Ken Pratt Blvd","Longmont","CO","80504","II",NA,"Academic Program","Jason Wright, MD"
"1246",1246,"UC Davis Children’s Hospital","2315 Stockton Blvd Sacramento CA 95817","2315 Stockton Blvd","Sacramento","CA","95817","IV",49,"Academic Program","Mark Underwood, MD"
"1247",1247,"UC Health Greeley Hospital","6767 W. 29th Street Greeley CO 80634","6767 W. 29th Street","Greeley","CO","80634","II",3,"Academic Program","Jason Wright, MD"
"1248",1248,"UC Health Highlands Ranch Hospital","1500 Park Central Dr Highlands Ranch CO 80129","1500 Park Central Dr","Highlands Ranch","CO","80129","III",6,"Academic Program","Lauren Beard, MD"
"1249",1249,"UC Health Memorial Hospital","1400 E Boulder St Colorado Springs CO 80909","1400 E Boulder St","Colorado Springs","CO","80909","III",64,"Private Practice",NA
"1250",1250,"UC Health Poudre Valley Health System","1024 S Lemay Ave Fort Collins CO 80524","1024 S Lemay Ave","Fort Collins","CO","80524","III",32,"Academic Program","Dan Satterwhite, MD"
"1251",1251,"UC Irvine Medical Center","101 The City Dr S Orange CA 92868","101 The City Dr S","Orange","CA","92868","IV",45,"Academic Program","Cherry Uy, MD"
"1252",1252,"UC San Diego Jacobs Medical Center","9300 Campus Point Dr. La Jolla CA 92037","9300 Campus Point Dr.","La Jolla","CA","92037","III",52,"Academic Program","Erika Fernandez, MD"
"1253",1253,"UCLA Medical Center","757 Westwood Plaza Los Angeles CA 90095","757 Westwood Plaza","Los Angeles","CA","90095","III",22,"Academic Program","Meena Garg, MD"
"1254",1254,"UCLA Medical Center – Olive View","14445 Olive View Dr Sylmar CA 91342","14445 Olive View Dr","Sylmar","CA","91342","III",24,NA,NA
"1255",1255,"UCLA Medical Center – Santa Monica","1225 15th St Santa Monica CA 90404","1225 15th St","Santa Monica","CA","90404","III",16,"Academic Program",NA
"1256",1256,"UConn Health","263 Farmington Ave Farmington CT 06030","263 Farmington Ave","Farmington","CT","06030","III",30,"Academic Program","David Sink, MD"
"1257",1257,"UCSF Children’s Hospital – Oakland","747 52nd St Oakland CA 94609","747 52nd St","Oakland","CA","94609","IV",44,"Academic Program","Priscilla Joe, MD"
"1258",1258,"UCSF Children’s Hospital – San Francisco","1975 4th St San Francisco CA 94158","1975 4th St","San Francisco","CA","94158","IV",50,"Academic Program","Yao Sun, MD"
"1259",1259,"UF Health Jacksonville","655 West 8th Street Jacksonville FL 32209","655 West 8th Street","Jacksonville","FL","32209","III",43,"Academic Program","Josef Cortez, M.D"
"1260",1260,"UF Health Shands Children’s Hospital","1600 SW Archer Rd Gainesville FL 32608","1600 SW Archer Rd","Gainesville","FL","32608","IV",72,"Academic Program","David Burchfield, MD"
"1261",1261,"UHS Wilson Medical Center","33-57 Harrison Street Johnson City NY 13790","33-57 Harrison Street","Johnson City","NY","13790","III",14,"Private Practice","Paula Ferrell, MD"
"1262",1262,"Uintah Basin Medical Center","250 W 300 North Roosevelt UT 84066","250 W 300 North","Roosevelt","UT","84066","II",12,NA,NA
"1263",1263,"UMass Memorial","55 Lake Avenue North Worcester MA 01655","55 Lake Avenue North","Worcester","MA","01655","III",49,"Academic Program","Lawrence Rhein, MD"
"1264",1264,"UMB Washington Medical Center","301 Hospital Dr, Glen Burnie MD 21061","301 Hospital Dr,","Glen Burnie","MD","21061","II",NA,NA,NA
"1265",1265,"UNC Children’s","101 Manning Dr Chapel Hill NC 27514","101 Manning Dr","Chapel Hill","NC","27514","IV",58,"Academic Program","Karen S. Wood, MD"
"1266",1266,"UNC Rex","4420 Lake Boone Trail Raleigh NC 27607","4420 Lake Boone Trail","Raleigh","NC","27607","IV",21,NA,"Marie Thigpen, MD"
"1267",1267,"Union Hospital","1606 N 7th St Terre Haute IN 47804","1606 N 7th St","Terre Haute","IN","47804","III",15,"Private Practice","Ahmad El Samra, MD"
"1268",1268,"Union Hospital","106 Bow St, Elkton MD 21921","106 Bow St,","Elkton","MD","21921","III",15,NA,NA
"1269",1269,"United Regional Health Care","1600 11th St Wichita Falls TX 76310","1600 11th St","Wichita Falls","TX","76310","II",NA,NA,NA
"1270",1270,"Unity Point – Meriter Hospital","202 S Park St Madison WI 53715","202 S Park St","Madison","WI","53715","III",42,"Academic Program","Jamie Limjoco, MD"
"1271",1271,"Unity Point Health – Trinity","500 John Deere Rd Moline IL 61265","500 John Deere Rd","Moline","IL","61265","II",NA,"Employed Group","Sarah Lentz-Kapua, MD"
"1272",1272,"UnityPoint – St. Luke’s Sioux City","2720 Stone Park Blvd Sioux City IA 51104","2720 Stone Park Blvd","Sioux City","IA","51104","III",20,"Employed Group",NA
"1273",1273,"UnityPoint Health – Finley Hospital","350 N Grandview Ave Dubuque IA 52001","350 N Grandview Ave","Dubuque","IA","52001","II",NA,NA,NA
"1274",1274,"UnityPoint Health – Methodist West Hospital","1660 60th St West Des Moines IA 50266","1660 60th St","West Des Moines","IA","50266","II",NA,"Employed Group","Samir Alabsi, MD"
"1275",1275,"UnityPoint Health ‐ Methodist","221 NE Glen Oak Ave Peoria IL 61636","221 NE Glen Oak Ave","Peoria","IL","61636","II",9,"Private Practice","Ramzi Kilani, MD"
"1276",1276,"UnityPoint Health- Allen Hospital","1825 Logan Ave Waterloo IA 50703","1825 Logan Ave","Waterloo","IA","50703","II",7,"Hospital Employed",NA
"1277",1277,"UnityPoint Trinity","4500 Utica Ridge Rd Bettendorf IA 52722","4500 Utica Ridge Rd","Bettendorf","IA","52722","II",NA,"Private Practice",NA
"1278",1278,"University Hospital San Antonio","4502 Medical Drive San Antonio TX 78229","4502 Medical Drive","San Antonio","TX","78229","IV",62,"Academic Program","Steven Seidner, MD"
"1279",1279,"University Hospitals Rainbow Babies and Children’s Hospital","11100 Euclid Ave Cleveland OH 44106","11100 Euclid Ave","Cleveland","OH","44106","IV",82,"Academic Program","Moira Crowley, MD"
"1280",1280,"University Medical Center","602 Indiana Ave Lubbock TX 79415","602 Indiana Ave","Lubbock","TX","79415","IV",41,"Private Practice","Melissa Piepkorn, MD"
"1281",1281,"University of Alabama Hospital","1700 6th Ave S Birmingham AL 35233","1700 6th Ave S","Birmingham","AL","35233","IV",120,"Academic Program","Lindy Winter, MD"
"1282",1282,"University of Arkansas Medical Services (UAMS)","4301 W Markham St Little Rock AR 72205","4301 W Markham St","Little Rock","AR","72205","III",64,"Academic Program","Sara Peeples, MD"
"1283",1283,"University of Chicago – Comer Children’s","5721 S Maryland Ave Chicago IL 60637","5721 S Maryland Ave","Chicago","IL","60637","III",47,"Academic Program","Jaideep Singh, MD"
"1284",1284,"University of Cincinnati Medical Center","234 Goodman St Cincinnati OH 45219","234 Goodman St","Cincinnati","OH","45219","III",50,"Academic Program","Vivek Narendran, MD"
"1285",1285,"University of Colorado Hospital","12605 E 16th Ave Aurora CO 80045","12605 E 16th Ave","Aurora","CO","80045","III",50,"Academic Program","James Barry, MD"
"1286",1286,"University of Illinois Hospital","1740 W Taylor St Chicago IL 60612","1740 W Taylor St","Chicago","IL","60612","III",52,"Academic Program","De-Ann Pillers, MD"
"1287",1287,"University of Iowa Children’s Hospital","200 Hawkins Dr Iowa City IA 52242","200 Hawkins Dr","Iowa City","IA","52242","IV",49,"Academic Program","Patrick McNamara, MD"
"1288",1288,"University of Kansas Hospital","4000 Cambridge St Kansas City KS 66160","4000 Cambridge St","Kansas City","KS","66160","III",40,"Academic Program",NA
"1289",1289,"University of Kansas St. Francis Campus","1700 SW 7th St Topeka KS 66606","1700 SW 7th St","Topeka","KS","66606","II",NA,"Private Practice",NA
"1290",1290,"University of Kentucky Children’s Hospital","800 Rose Street Lexington KY 40536","800 Rose Street","Lexington","KY","40536","IV",70,"Academic Program","Peter J. Giannone, MD"
"1291",1291,"University of Louisville Hospital","530 S Jackson Street Louisville KY 40202","530 S Jackson Street","Louisville","KY","40202","III",28,"Academic Program","Dan Stewart, MD"
"1292",1292,"University of Maryland Medical Center","22 S Greene St, Baltimore MD 21201","22 S Greene St,","Baltimore","MD","21201","III",52,"Academic Program","Dina El-Metwally, MD"
"1293",1293,"University of Maryland Prince George’s Hospital Center","3001 Hospital Dr, Cheverly MD 20785","3001 Hospital Dr,","Cheverly","MD","20785","III",15,"Academic Program","Dina El-Metwally, MD"
"1294",1294,"University of Maryland St. Joseph Medical Center","7601 Osler Dr, Towson MD 21204","7601 Osler Dr,","Towson","MD","21204","III",20,"Network Medical Group","Michael Langbaum, MD"
"1295",1295,"University of Maryland Upper Chesapeake Medical Center","500 Upper Chesapeake Dr, Bel Air MD 21014","500 Upper Chesapeake Dr,","Bel Air","MD","21014","II",NA,"Academic Program",NA
"1296",1296,"University of Michigan Hospital","1540 E Hospital Dr Ann Arbor MI 48109","1540 E Hospital Dr","Ann Arbor","MI","48109","IV",52,"Academic Program","Robert Schumacher, MD"
"1297",1297,"University of Minnesota Masonic Children’s Hospital","2450 Riverside Ave Minneapolis MN 55454","2450 Riverside Ave","Minneapolis","MN","55454","IV",62,"Academic Program","Erin Osterholm, MD"
"1298",1298,"University of Nebraska Medical Center","4345 Dewey Ave. Omaha NE 68198","4345 Dewey Ave.","Omaha","NE","68198","IV",38,"Academic Program","Ann Anderson Berry, MD"
