,hosp_num,hosp_name,full_address,addr,city_state_zip,nicu_beds,num_neonats,neonat_names,referral
828,828,CONROE REGIONAL MEDICAL CENTER HOSPITAL,"504 Medical Center Blvd. Conroe, TX 77304",504 Medical Center Blvd.,"Conroe, TX 77304",Level IIIA; NICU Beds: 20,Neonatologists: 2,Neonatologists names: Jack Mc Gowan; Shanti Reddy,NA
829,829,BAY AREA MEDICAL CENTER,"7101 S. Padre Island Dr. Corpus Christi, TX 78411",7101 S. Padre Island Dr.,"Corpus Christi, TX 78411",Level IIIB; NICU Beds: 38,Neonatologists:,NA,"Refer to Neonatologists Group of Driscoll Children's Hospital, Corpus Christi, TX"
830,830,CHRISTUS SPOHN HOSPITAL CORPUS CHRIST - SOUTH,"5950 Saratoga Blvd. Corpus Christi, TX 78414",5950 Saratoga Blvd.,"Corpus Christi, TX 78414",Level IIIB; NICU Beds: 36,Neonatologists:,NA,"Refer to Neonatolagists Group of Driscoll Children's Hospital, Corpus Christi, TX"
831,831,DRISCOLL CHILDREN'S HOSPITAL,"3533 S. Alameda Corpus Christi, TX 78411",3533 S. Alameda,"Corpus Christi, TX 78411",Level IIIC; NICU Beds: 41,Neonatologists: 9,Neonatologists names: Carlos Anaya; Miguel Deleon-Salinas; Jie Guo; Dynio Honrubia; Steven Lu; Emil Milano; Vallier Ojadi; Alfonso Prado; Jyothi Swarup,NA
832,832,BAYLOR UNIVERSITY MEDICAL CENTER,"3500 Gaston Ave. Dallas, TX 75246",3500 Gaston Ave.,"Dallas, TX 75246",Level IIIB; NICU Beds: 83,Neonatologists: 12,Neonatologists names: Arpitha Chiruvozu; Sherri Kapper; Asifzia Khattak; Furquan Mion; Vijay Nama; MF Haroon Parupia; Bezalel Perlmuter; Vance Redfield; Mustafa Suterwala; Veeral Tolia; Jonathan Whitfield; Jackie York,NA
833,833,CHILDREN'S MEDICAL CENTER OF DALLAS,"1935 Medical District Dr. Dallas, TX 75235",1935 Medical District Dr.,"Dallas, TX 75235",Level IIIC; NICU Beds: 36,Neonatologists:,NA,"Refer to Neonatologists Group of Parkland Memorial Hospital, Dallas, TX"
834,834,MEDICAL CITY DALLAS HOSPITAL,"7777 Forest Lane Dallas, TX 75230",7777 Forest Lane,"Dallas, TX 75230",Level IIIC; NICU Beds: 60,Neonatologists: 9,Neonatologists names: Gary Burgess; Richard Deulofeut; Linda Kim; Eileen Milvenan; Clayton Olney; Maria Quevedo; Clair Schwendemnann; Meridith Treen; Mitch Voelker,NA
835,835,METHODIST DALLAS MEDICAL CENTER,"1441 N. Beckley Ave. Dallas, TX 75203",1441 N. Beckley Ave.,"Dallas, TX 75203",Level IIIB; NICU Beds: 50,Neonatologists: 4,Neonatologists names: Vivek Anand; Alan Klein; Harold Kolni; Carlos Laos,NA
836,836,PARKLAND MEMORIAL HOSPITAL,"5323 Harry Hines Blvd. Dallas, TX 75390-9063",5323 Harry Hines Blvd.,"Dallas, TX 75390-9063",Level IIIC; NICU Beds: 96,Neonatologists: 18,Neonatologists names: Mahmmod Alasmi; Timothy Brannon; Luc Brion; Lina Chalak; Arlene Davis; William Engle; Becky Ennis; Mambarath Jaleel; Sunjun Kang; Julie Mirpuri; James Moore; Charles Rosenfeld; Pablo Sanchez; Rashmin Savani; Philip Shaul; Julide Sisman; Audra Stewart; Myra Wyckoff,NA
837,837,TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,"8200 Walnut Hill Lane Dallas, TX 75231",8200 Walnut Hill Lane,"Dallas, TX 75231",Level IIIB; NICU Beds: 47,Neonatologists: 16,Neonatologists names: William Archer; Anna August; Richard Delofeut; Farha Khan; Alice King; Gina Lummus; Lisa Minnich; Gerald Nystrom; Clayton Olney; Eduardo Perez; Thomas Pullano; Randy Randel; Ian Ratner; Walid Salhab; Clair Schwendeman; Min Zhang,NA
838,838,UTSW UNIVERSITY HOSPITAL AT ST. PAUL,"5909 Harry Hines Blvd. Dallas, TX 75390-9230",5909 Harry Hines Blvd.,"Dallas, TX 75390-9230",Level IIIB; NICU Beds: 28,Neonatologists: 7,Neonatologists names: Gary Burgess; Richard Deulofeut; David Green; Linda Kim; Lisa Minnich; Randy Randel; Mitch Voelker,NA
839,839,PRESBYTERIAN HOSPITAL OF DENTON,"3000 North I-35 Denton, TX 76201",3000 North I-35,"Denton, TX 76201",Level IIIA; NICU Beds: 10,Neonatologists: 2,Neonatologists names: Juan Jasso; Philip Marinelli,NA
840,840,DOCTORS HOSPITAL AT RENAISSANCE,"5501 McColl Rd. Edinburg, TX 78539",5501 McColl Rd.,"Edinburg, TX 78539",Level IIIB; NICU Beds: 63,Neonatologists: 3,Neonatologists names: Dynio Honrubia; Emil Milano; Joythi Swarup,NA
841,841,LAS PALMAS MEDICAL CENTER,"1801 N. Oregon St. El Paso, TX 79902",1801 N. Oregon St.,"El Paso, TX 79902",Level IIIA; NICU Beds: 32,Neonatologists:,NA,"Refer to Neonatologists Group of Children's Hospital at Providence Hospital, El Paso, TX"
842,842,SIERRA MEDICAL CENTER,"1625 Medical Center Drive El Paso, TX 79902-5044",1625 Medical Center Drive,"El Paso, TX 79902-5044",Level IIIB; NICU Beds: 17,Neonatologists:,NA,"Refer to Neonatolagists Group of Children<U+2019>s Hospital at Providence in El Paso, TX"
843,843,THE CHILDREN'S HOSPITAL AT PROVIDENCE MEMORIAL HOSPITAL,"2001 N. Oregon St. El Paso, TX 79902",2001 N. Oregon St.,"El Paso, TX 79902",Level IIIB; NICU Beds: 35,Neonatologists: 6,Neonatologists names: Roman Alvarez; Luis Ayo; Roy Caviglia; Myrna Chavarria; Juan Jasso-Magdaleno; Marcela Mascher-Denen,NA
844,844,UNIVERSITY MEDICAL CENTER OF EL PASO,"4815 Alameda Ave. El Paso, TX 79905",4815 Alameda Ave.,"El Paso, TX 79905",Level IIIA; NICU Beds: 18,Neonatologists: 4,Neonatologists names: Tess Ambat; Merle Ipson; Antonio Jesurun; Garrett Levin,"Refer to Neonatologists Group Affiliated with Texas Tech University HSC-E! Paso, TX"
845,845,BAYLOR ALL SAINTS PAUL AND JUDY ANDREWS WOMEN'S HOSPITAL OF FORT WORTH,"1400 Eighth Ave. Fort Worth, TX 76104",1400 Eighth Ave.,"Fort Worth, TX 76104",Level IIIB; NICU Beds: 63,Neonatologists:,NA,"Refer to Neonatolagists Group of Cook-Fort Worth Children's Medical Center, Fort Worth, TX"
846,846,COOK-FORT WORTH CHILDREN'S MEDICAL CENTER,"801 Seventh Ave. Fort Worth, TX 76104",801 Seventh Ave.,"Fort Worth, TX 76104",Level IIIC; NICU Beds: 100,Neonatologists: 26,Neonatologists names: Chad Barber; Ben Brann; Christina Chamberlain; Annie Chi; Randall Grubbs; Erin Hamilton Spence; Rekha Hamilton; Praneela Karimi; Russell Lawrence; Victor Levy; Mary Lynch; Megan McGuirk; Darryl Miao; Jonathan Nedrelow; Lori Nesslein; David Riley; Richard Sidebottom; Chanda Simpson; Kim Smith; Michael Stevener; Susan Sward; David Turberville; Robert Unsprung; Terri Weinman; Suzanne Whitbourne; Jeannette Whitney,NA
847,847,HARRIS METHODIST FORT WORTH,"1301 Pennsylvania Ave. Fort Worth, TX 76104",1301 Pennsylvania Ave.,"Fort Worth, TX 76104",Level IIIB; NICU Beds: 63,Neonatologists:,NA,"Refer to Neonatologists Group of Cook-Fort Worth Children's Medical Center, Fort Worth, TX"
848,848,HARRIS METHODIST SOUTHWEST HOSPITAL,"6100 Harris Parkway Fort Worth, TX 76132",6100 Harris Parkway,"Fort Worth, TX 76132",Levet IIIA; NICU Beds: 8,Neonatologists:,NA,"Refer to Neonatologisis Group of Cook-Fort Worth Children's Medical Center, Fort Worth, TX"
849,849,JOHN PETER SMITH HOSPITAL,"1500 S. Main St. Fort Worth, TX 76104",1500 S. Main St.,"Fort Worth, TX 76104",Level IIIB; NICU Beds: 37,Neonatologists: 6,Neonatologists names: Cecilia Arellano; Jose Arellano; Ugonna Chikiobi; Evelyn Lohla; Donald Nelms; Cecilia Prieto,NA
850,850,CENTENNIAL MEDICAL CENTER,"12505 Lebanon Rd. Frisco, TX 75035",12505 Lebanon Rd.,"Frisco, TX 75035",Level IIIA; NICU Beds: 12,Neonatologists: 1,Neonatologists names: Clayton Olney,NA
851,851,UNIVERSITY OF TEXAS MEDICAL BRANCH HOSPITALS,"301 University Blvd. Galveston, TX 77555",301 University Blvd.,"Galveston, TX 77555",Level IIIB; NICU Beds: 42,Neonatologists: 5,Neonatologists names: Cara Geary; Sunil Jain; Michael Malloy; Joan Richardson; Karen Shattuck,NA
852,852,BAYLOR MEDICAL CENTER AT GARLAND,"2300 Marie Curie Blvd. Garland, TX 75042",2300 Marie Curie Blvd.,"Garland, TX 75042",Level IIIA; NICU Beds: 10,Neonatologists: 1,Neonatologists names: Furqan Moin,"Refer to Neonatologists Group of Baylor University Medical Center, Dallas, TX"
853,853,VALLEY BAPTIST MEDICAL CENTER - HARLINGEN,"2101 Pease St. Harlingen, TX 78551",2101 Pease St.,"Harlingen, TX 78551",Level IIIB; NICU Beds: 38,Neonatologists: 3,Neonatologists names: Cheng-Hurd Liu; Evelyn Lohla; Rodolfo Saca,NA
854,854,BEN TAUB GENERAL HOSPITAL,"1504 Taub Loop Houston, TX 77030",1504 Taub Loop,"Houston, TX 77030",Level IIIB; NICU Beds: 20,Neonatologists:,NA,"Refer to Neonatologists Group of Section of Neonatology, Baylor College of Medicine, Texas Children's Hospital, Houston, TX"
855,855,CHILDREN'S MEMORIAL HERMANN HOSPITAL,"6411 Fannin Houston, TX 77030",6411 Fannin,"Houston, TX 77030",Level IIIC; NICU Beds: 120,Neonatologists: 14,Neonatologists names: Cody Arnold; See Wai Chan; Sharon Crandell; Susan Denson; Eric Eichenwald; Jose Garcia; Patrick Jones; Lakshmi Katakam; Kathleen Kennedy; Amir Khan; Mona Khan; Suzanne Lopez; Sophia Tsakiri; Jon Tyson,NA
856,856,CYPRESS FAIRBANKS MEDICAL CENTER,"10655 Steepletop Dr. Houston, TX 77065",10655 Steepletop Dr.,"Houston, TX 77065",Level IIIB; NICU Beds: 28,Neonatologists: 5,Neonatologists names: Tael Bonaparte; Amarnath Chermkur; Mayra Freeman-Ladd; Tung Geip; Oluyemisi,NA
857,857,HOUSTON NORTHWEST MEDICAL CENTER,"710 Fm 1960 W. Houston, TX 77090",710 Fm 1960 W.,"Houston, TX 77090",Level IIIB; NICU Beds: 12,Neonatologists: 5,Neonatologists names: Carlos Chua; Susan Dewitt; Lakshmy Rajagopalah; Rene Ramirez-Amaya; Richard Rivas,NA
858,858,LYNDON BAINES JOHNSON HOSPITAL,"5656 Kelly St. Houston, TX 77026",5656 Kelly St.,"Houston, TX 77026",Level IIIB; NICU Beds: 36,Neonatologists:,NA,"Refer to Neonatologists Group of Children<U+2019>s Memorial Herman Hospital, Houston, TX"
859,859,MEMORIAL HERMANN - MEMORIAL CITY HOSPITAL,"921 Gessner Houston, TX 77024",921 Gessner,"Houston, TX 77024",Level IIIB; NICU Beds: 16,Neonatologists: 4,Neonatologists names: Yvonne Barry; Melissa Carbajal; Prabhujeet Chadda; Rita Muthappa,NA
860,860,MEMORIAL HERMANN NORTHWEST HOSPITAL,"1635 North Loop W. Houston, TX 77008",1635 North Loop W.,"Houston, TX 77008",Level IIB; NICU Beds: 12,Neonatologists: 3,Neonatologists names: Sally Downey; Elizabeth Eason; Christine Wei,NA
861,861,MEMORIAL HERMANN SOUTHEAST HOSPITAL,"11800 Astoria Blvd. Houston, TX 77089",11800 Astoria Blvd.,"Houston, TX 77089",Level IIIA; NICU Beds: 14,Neonatologists:,NA,"Refer to Neonatologists Group of Woman's Hospital of Texas, Houston, TX"
862,862,MEMORIAL HERMANN SOUTHWEST HOSPITAL,"7600 Beechnut Houston, TX 77074",7600 Beechnut,"Houston, TX 77074",Level IIIB; NICU Beds: 40,Neonatologists: 11,Neonatologists names: Idalia Benavides; Sonia Chauhan; Sally Downey; Elizabeth Eason; Charles Friedman; Syed Haider; Sangeeta Kendpal; Rita Makhlouf; Enrique Rios; Edgar Romerio; Mesfin Woldesenbet,NA
863,863,ST. JOSEPH MEDICAL CENTER,"1401 St. Joseph Parkway Houston, TX 77002",1401 St. Joseph Parkway,"Houston, TX 77002",Level IIIB; NICU Beds: 35,Neonatologists: 8,Neonatologists names: Zenaida Alidon; Mayor Bhatt; Mohammad Khalaf; Rosemary Manguba; Luis Munoz; B. Nandgaonkar; Elizabeth O'Donnell; Hector Pierantoni,NA
864,864,TEXAS CHILDREN'S HOSPITAL,"6621 Fannin Houston, TX 77030",6621 Fannin,"Houston, TX 77030",Level IIIC; NICU Beds: 138,Neonatologists: 41,Neonatologists names: Saify Abbasi; Steven Abrams; James Adams; Maria Ames; Kwanchai Archavachotikul; Jennifer Arnold; Arlina Baetiong; Gerardo Cabrera-Meza; Maria Carlos; Xanthi Couroucli; Margo Cox; Viral Dave; Adel El Hennawy; Cary Fernandes; Catherine Gannon; Joseph Gracia-Prats; Gwyn Geddie; Alfred Gest; Ganga Gokujlakrishnan; Charleta Guillory; Charles Hankins; Leslie Harris; Karen Johnson; Yvette Johnson; Lingkun Kong; Tommy Leonard; Jeffrey Martin; Meghan McDonald; Alicia Moise; Valerie Moore; Alice Obuobi; Mohan Venkatesh; Frank Placencia; Muralidhar Premkumar; Jochen Profit; Christopher Rhee; Alina Saldarriaga; Binoy Shivanna; Michael Speer; Leonard Weisman; Stephen Welty,NA
865,865,WEST HOUSTON MEDICAL CENTER,"12141 Richmond Ave. Houston, TX 77082",12141 Richmond Ave.,"Houston, TX 77082",Level IIB; NICU Beds: 12,Neonatologists: 3,Neonatologists names: Syed Haider; Sangeeta Kendpal; Rita Makhlouf,NA
866,866,WOMAN'S HOSPITAL OF TEXAS,"7600 Fannin St. Houston, TX 77054",7600 Fannin St.,"Houston, TX 77054",Level IIIB; NICU Beds: 124,Neonatologists: 18,Neonatologists names: Besma Adham; Talat Ahmed; Alagappan Alagappan; Salim Bharwani; William Caplan; Raymond Castro; Deborah De Guzman-Enad; Karen De Ville; Jayne Finkowski-Rivera; Zvi Friedman; Jerry Gee II; Peter Haney; Rose Hernandez; William Jarriel; Brenda Mc Intyre; David Simchowitz; Thuy-Van Stanfford; Dorothy Thompson,NA
867,867,MEMORIAL HERMAN NORTHEAST MEDICAL CENTER,"18951 Memorial N. Humble, TX 77338",18951 Memorial N.,"Humble, TX 77338",Level IIIA; NICU Beds: 6,Neonatologists: 1,Neonatologists names: Jesus Munoz,NA
868,868,BAYLOR MEDICAL CENTER AT IRVING,"1901 North MacArthur Blvd. Irving, TX 75061",1901 North MacArthur Blvd.,"Irving, TX 75061",Level IIB; NICU Beds: 10,Neonatologists: 1,Neonatologists names: Asif Khattak,NA
869,869,MEMORIAL HERMAN KATY,"23900 Katy Fwy. Katy, TX 23900",23900 Katy Fwy.,"Katy, TX 23900",Level IIB; NICU Beds: 9,Neonatologists:,NA,"Refer to Neonatologists Group of Memorial Herman-Memorial City Hospital, Houston, TX"
870,870,WILLFORD HALL USAF MEDICAL CENTER; SAN ANTONIO MILITARY PEDIATRIC CENTER WHMC,"2200 Bergquist Dr., Ste, #1 Lackland AF8, TX 78236-5300","2200 Bergquist Dr., Ste, #1","Lackland AF8, TX 78236-5300",Level IIIC; NICU Beds: 30,Neonatologists: 6,Neonatologists names: Christine Aune; Daniel Dirnberger; Susan Dotzler; Robert Gillette; Cristie Jones; William Lefkowitz,NA
871,871,DOCTORS HOSPITAL OF LAREDO,"10700 McPherson Laredo, TX 78045",10700 McPherson,"Laredo, TX 78045",Level IIIB; NICU Beds: 20,Neonatologists: 3,Neonatologists names: Jose Berlioz; Satbir Chhina; Roberto Villegas,NA
872,872,LAREDO MEDICAL CENTER,"1700 East Saunders Laredo, TX 78040",1700 East Saunders,"Laredo, TX 78040",Level IIIB; NICU Beds: 20,Neonatologists: 1,Neonatologists names: Satbir Chhina,NA
873,873,LAS COLINAS MEDICAL CENTER,"6800 North MacArthur Blvd. Las Colinas, TX 75039",6800 North MacArthur Blvd.,"Las Colinas, TX 75039",Level IIB; NICU Beds: 12,Neonatologists:,NA,"Refer to Neonatologists Group of Medical Center of Lewisville, Lewisville, TX"
874,874,MEDICAL CENTER OF LEWISVILLE,"500 West Main St. Lewisville, TX 75057",500 West Main St.,"Lewisville, TX 75057",Level IIIB; NICU Beds: 22,Neonatologists: 6,Neonatologists names: Dhruv Balkundi; Catalina Biai; Chaitanya Chavda; Lakeitha Foster; Maneshwar Thummala; Raghu Turebylu,NA
875,875,GOOD SHEPHERD MEDICAL CENTER,"700 East Marshall Ave. Longview, TX 75601",700 East Marshall Ave.,"Longview, TX 75601",Level IIIA; NICU Beds: 31,Neonatologists: 2,Neonatologists names: Eric Chen; Chris Ihionkhan,NA
876,876,COVENANT HOSPITAL,"4015 22nd PI. Lubbock, TX 79410",4015 22nd PI.,"Lubbock, TX 79410",Level IIB; NICU Beds: 32,Neonatologists: 2,Neonatologists names: Travis Carroll; Edwin Contreras,NA
877,877,UNIVERSITY MEDICAL CENTER,"602 Indiana Ave. Lubbock, TX 79417",602 Indiana Ave.,"Lubbock, TX 79417",Level IIIC; NICU Beds: 42,Neonatologists: 3,Neonatologists names: Carter Lifshutz; Fortuanto Perez-Benavides; Ana Rojas,NA
878,878,MC ALLEN MEDICAL CENTER,"301 W. Expressway 83 McAllen, TX 78503",301 W. Expressway 83,"McAllen, TX 78503",Level IIIB; NICU Beds: 54,Neonatologists: 10,Neonatologists names: Ramiro Caballero; Anatoly Ilizarov; Saeed Javed; Joe Mendiola Jr.; Michelle Meza; Vaddarse Nagaraja; Jorge Ordonez; Michael Overfield; Javier Ramirez-Lavin; Kusumam Sidharthan,NA
879,879,RIO GRANDE REGIONAL HOSPITAL,"101 East Ridge Rd. McAllen, TX 78503-1299",101 East Ridge Rd.,"McAllen, TX 78503-1299",Level IIIB; NICU Beds: 20,Neonatologists:,NA,"Refer to Neonatologists Graup of McAllen Medical Center, McAllen, TX."
880,880,MEDICAL CENTER OF MCKINNEY,"4500 Medical Center Dr. McKinney, TX 75069",4500 Medical Center Dr.,"McKinney, TX 75069",Level IIB; NICU Beds: 8,Neonatologists:,NA,"Refer to Neonatologists Group of HCA Medical Center of Plano, Plano, TX"
881,881,MISSION REGIONAL MEDICAL CENTER,"900 South Bryan Rd. Mission, TX 78572",900 South Bryan Rd.,"Mission, TX 78572",Level IIIB; NICU Beds: 20,Neonatologists:,NA,"Refer to Neonatologists Group of McAllen Medical Center, McAllen, TX."
882,882,MEDICAL CENTER HOSPITAL,"500 W. 4th St. Odessa, TX 79761",500 W. 4th St.,"Odessa, TX 79761",Level IIIB; NICU Beds: 30,Neonatologists: 2,Neonatologists names: Robert Bennett; Raul Chavez,NA
883,883,ODESSA REGIONAL MEDICAL CENTER,"520 East Sixth St. Odessa, TX 79761",520 East Sixth St.,"Odessa, TX 79761",Level IIIB; NICU Beds: 50,Neonatologists: 3,Neonatologists names: Shahib Manzar; Sanjay Patel; Monica Ramos,NA
884,884,BAYSHORE MEDICAL CENTER,"4000 Spencer Highway Pasadena, TX 77504",4000 Spencer Highway,"Pasadena, TX 77504",Level IIIB; NICU Beds: 22,Neonatologists: 3,Neonatologists names: Harvinder Bedi; Savithri Bonthala; Sandip Patel,NA
885,885,HCA MEDICAL CENTER OF PLANO,"3901 W. 15th St. Plano, TX 75075",3901 W. 15th St.,"Plano, TX 75075",Level IIIB; NICU Beds: 42,Neonatologists: 8,Neonatologists names: Toubin Abioudin; Nagi Ahmed; Anna August; David Green; Alok Jain; Theresa Kuforiji; Jose Lucena; Cynthia Powell,"Refer to Neonatologisis Group of Pediatrix Cook Children<U+2019>s Hospital, Fort Worth, TX"
886,886,PRESBYTERIAN HOSPITAL OF PLANO,"6200 West Parker Rd. Plano, TX 75093",6200 West Parker Rd.,"Plano, TX 75093",Level IIIB; NICU Beds: 45,Neonatologists: 6,Neonatologists names: Judith Anderson; Anna August; Camellia Fituch; Eduardo Perez; Antonio Santiago; D. Weisoly,NA
887,887,CHRISTUS HOSPITAL - ST. MARY,"3600 Gates Blvd. Port Arthur, TX 77642",3600 Gates Blvd.,"Port Arthur, TX 77642",Level IIIA; NICU Beds: 6,Neonatologists: 1,Neonatologists names: Nikhil Raval,NA
888,888,RICHARDSON REGIONAL MEDICAL CENTER,"401 West Campbell Rd. Richardson, TX 75080-3499",401 West Campbell Rd.,"Richardson, TX 75080-3499",Level IIA; NICU Beds: 5,Neonatologists:,NA,Pediatrix Medical Group - On Call Coverage Only
889,889,ROUND ROCK MEDICAL CENTER,"2400 Round Rock Ave. Round Rock, TX 78681-4097",2400 Round Rock Ave.,"Round Rock, TX 78681-4097",Level IIB; NICU Beds: 12,Neonatologists:,NA,"Refer to Neonatologists Group of St. David's Hospital, Austin, TX"
890,890,SAN ANGELO COMMUNITY MEDICAL CENTER,"3501 Knickerbocker Rd. San Angelo, TX 76904",3501 Knickerbocker Rd.,"San Angelo, TX 76904",Level IIIA; NICU Beds: 6,Neonatologists:,NA,"Refer to Neonatologists Group of Santa Rosa Children's Hospital of San Antonio, TX"
891,891,BAPTIST MEDICAL CENTER,"111 Dallas St. San Antonlo, TX 78205",111 Dallas St.,"San Antonlo, TX 78205",Level IIIA; NICU Beds: 14,Neonatologists:,NA,"Refer to Neonatologists Group of Santa Rosa Children's Hospital of San Antonio, TX"
892,892,METHODIST CHILDRENS HOSPITAL,"7900 Floyd Curl Dr. San Antonio, TX 78229",7900 Floyd Curl Dr.,"San Antonio, TX 78229",Level IIIC; NICU Beds: 72,Neonatologists:,NA,"Refer to Neonatologists Group of Santa Rosa Children's Hospital of San Antonio, TX"
893,893,METROPOLITAN METHODIST HOSPITAL,"1310 McCullough Ave. San Antonio, TX 78212",1310 McCullough Ave.,"San Antonio, TX 78212",Level IIIA; NICU Beds: 24,Neonatologists:,NA,"Refer to Neonatologists Group of Santa Rosa Children's Hospital of San Antonia, TX"
894,894,NORTH CENTRAL BAPTIST HOSPITAL,"502 Madison Oak Dr. San Antonio, TX 78258",502 Madison Oak Dr.,"San Antonio, TX 78258",Levet IIIB; NICU Beds: 36,Neonatologists:,NA,"Refer to Neonatologists Group of Santa Rosa Children's Hospital of San Antonio, TX"
895,895,NORTH EAST BAPTIST HOSPITAL,"8811 Village Dr. San Antonio, TX 78217",8811 Village Dr.,"San Antonio, TX 78217",Level IIIA; NICU Beds: 16,Neonatologists:,NA,"Refer to Neonatologists Group of Santa Rosa Children's Hospital of San Antonio, TX"
896,896,SANTA ROSA CHILDREN'S HOSPITAL,"333 North Santa Rosa St. San Antonio, TX 78207",333 North Santa Rosa St.,"San Antonio, TX 78207",Level IIIC; NICU Beds: 77,Neonatologists: 20,Neonatologists names: Remedios Agrawal; Isabel Basaldu-Prado; Michael Battista; Timothy Biela; Anthony Corbet; Peter Deyoung; Sanjuanita Garza-Cox; Alejandro Gonzalez; Adrain Gresores; Cody Henderson; Leonard Hilliard; Bernard Holler; Werner Keidel; Alexander Kenton; Primrose Meier; Blanca Molina; Amil Ortiz; Jeffrey Paul; Maria Pierce; George Powers,NA
897,897,SOUTHWEST GENERAL HOSPITAL,"7400 Barlite Blvd. San Antonio, TX 78217",7400 Barlite Blvd.,"San Antonio, TX 78217",Level IIIB; NICU Beds: 35,Neonatologists: 3,Neonatologists names: Curt Gilett; Tania Hernandez; Sanjay Patel,NA
898,898,ST. LUKE'S BAPTIST HOSPITAL,"7930 Floyd Curl Dr. San Antonic, TX 78229-0100",7930 Floyd Curl Dr.,"San Antonic, TX 78229-0100",Level IIIB; NICU Beds: 22,Neonatologists:,NA,"Refer to Neonatolagists Group of Santa Rosa Children's Hospital of San Antonio, TX"
899,899,STONE OAK METHODIST HOSPITAL,"1139 E. Sonterra Blvd. San Antonio, TX 78258",1139 E. Sonterra Blvd.,"San Antonio, TX 78258",Level IIIA; NICU Beds: 10,Neonatologists:,NA,"Refer to Neonatologists Group of Santa Rosa Children<U+2019>s Hospital of San Antonio, TX"
900,900,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,"7703 Floyd Curl Dr, MSC 7812 San Antonio, TX 78229-3900","7703 Floyd Curl Dr, MSC 7812","San Antonio, TX 78229-3900",Level IIIB; NICU Beds: 55,Neonatologists: 10,Neonatologists names: Cynthia Blanco; Amy Fowler; Donald McCurnin; Alice Gong; Michael Odom; Jean Petershack; Rajam Ramamurthy; Steven Seidner; Richard Stribley; Margarita Vasquez,NA
