"","hosp_num","hosp_name","full_address","addr","city","state","zip","nicu_beds","num_neonats","neonat_names","referral"
"730",730,"DRISCOLL CHILDREN'S HOSPITAL","Drawer 6530 Corpus Christi  TX  78466","Drawer 6530","Corpus Christi"," TX ","78466","NICU Beds:42","Neonatologists: 4 ","Neonatologists names: Miguel DeLeon; Julio Godoy; Alfonso Prado;; Peter Serrao",NA
"731",731,"BAYLOR UNIVERSITY MEDICAL CENTER","3500 Gaston Ave. Dallas  TX  75246","3500 Gaston Ave.","Dallas"," TX ","75246","NICU Beds:50","Neonatologists: 5 ","Neonatologists names: Bud Barta; Timothy Brannon; Bezalel Perlmuter; Vance Redfield; Jonathan Whitfield",NA
"732",732,"MEDICAL CITY DALLAS HOSPITAL","7777 Forest Lane Dallas  TX  75230","7777 Forest Lane","Dallas"," TX ","75230","NICU Beds:38","Neonatologists:5 ","Neonatologists names: Gary Burgress; Rachel Griffith; Eileen Milvenan; Meridith Treen; Mitch Voelker",NA
"733",733,"METHODIST MEDICAL CENTER,","1441 Beckley Ave. Dallas  TX  75203","1441 Beckley Ave.","Dallas"," TX ","75203","NICU Beds:40","Neonatologists:3","Neonatologists names: Alan Klein; Harold Kolni; Carlos Laos",NA
"734",734,"PARKLAND MEMORIAL HOSPITAL","5323 Harry Hines Blvd. Dallas  TX  75235","5323 Harry Hines Blvd.","Dallas"," TX ","75235","NICU Beds:72","Neonatologists: 12 ","Neonatologists names: Rebecca Broyles; Blair Cox; William Engle; Kathleen Kennedy; Abbot Laptook; Fernando Moya; Jeffrey Perlman; Charles Rosenfeld; Pablo Sanchez; Philip Shaul; Jon Tyson; Michawl Wyman",NA
"735",735,"PRESBYTERIAN HOSPITAL OF DALLAS","8200 Walnut Hill Lane, Ste 604 Dallas  TX  75231","8200 Walnut Hill Lane, Ste 604","Dallas"," TX ","75231","NICU Bads:34","Neonatologists: 8 ","Neonatologists names: Nell Ackerman; David Green; Thomas Harper; Gregg Lund; Elizabeth Peters; Thomas Pullano; Ian Ratner; Khalid Yunis ",NA
"736",736,"ST. PAUL MEDICAL CENTER","5909 Hary Hines Blvd. Dallas  TX  75235","5909 Hary Hines Blvd.","Dallas"," TX ","75235","NICU Beds:32","Neonatologists:",NA,"Refer to Parkland Memorial Hospital"
"737",737,"THOMASON HOSPITAL","4815 Alameda Ave. El Paso  TX  79905","4815 Alameda Ave.","El Paso"," TX ","79905","NICU Beds:50","Neonatologists: 3 ","Neonatologists names: Merle Ipson; Antonio Jesurun; Garrett Levin",NA
"738",738,"BROOKE ARMY MEDICAL CENTER ","2410 Slanley Rd. Fort Sam Houston TX 78234","2410 Slanley Rd.","Fort Sam Houston","TX","78234","NICU Beds:15","Neonatologists: 3 ","Neonatologists names: Michael Battista; Howard heiman; Thomas Perkins",NA
"739",739,"ALL SAINTS EPISCOPAL HOSPITAL OF FORT WORTH","1400 8th St., P.O. Box 31 Fort Worth  TX  76101","1400 8th St., P.O. Box 31","Fort Worth"," TX ","76101","NICU Beds:15","Neonatologists: 1 ","Neonatologists names: Michael Porter",NA
"740",740,"COOK-FORT WORTH CHILDREN'S MEDICAL CENTER","801 Sevanth Ave. Fort Worth  TX  76104","801 Sevanth Ave.","Fort Worth"," TX ","76104","NICU Beds:32","Neonatolagists: 7 ","Neonatologists names: Cody Arnold; Samuel Juliao; Richard Sidebottom; Kim Smith; Michael Stanley; Michael Stevener; David Tuberville",NA
"741",741,"HARRIS METHODIST FORT WORTH","1301 Pennsylvania Ave. Fort Worth  TX  76104","1301 Pennsylvania Ave.","Fort Worth"," TX ","76104","NICU Beds:32","Neonatologlsts:",NA,"Refer to Cook-Fort Worth Children’s Medical Center"
"742",742,"JOHN PETER SMITH HOSPITAL","1500 S. Main St. Fort Worth  TX  76104","1500 S. Main St.","Fort Worth"," TX ","76104","NICU Beds:37","Neonatologists: 4 ","Neonatologists names: Jose Arellano; Robert Blalock; Evelyn Lohla; Donald Nelms",NA
"743",743,"UNIVERSITY OF TEXAS MEDICAL BRANCH HOSPITALS","301 University Blvd. Galveston  TX  77555","301 University Blvd.","Galveston"," TX ","77555","NICU Beds:36","Neonatologists: 6 ","Neonatologists names: Dara Dalles; Susan Keeney; Suzanne Lopez; Michael Malloy; Joan Richardson; Karen Shattuck",NA
"744",744,"VALLEY BAPTIST MEDICAL CENTER","2101 Pease St. Harlingen  TX  78550","2101 Pease St.","Harlingen"," TX ","78550","NICU Bads:28","Neonatologists: 2 ","Neonatologists names: Shams Rasheed; Rudolfo Saca",NA
"745",745,"BEN TAUB GENERAL HOSPITAL","1504 Taub Loop Houston  TX  77030","1504 Taub Loop","Houston"," TX ","77030","NICU Beds:70","Neonatolagists:",NA,"Refer to Baylor College of Medicine"
"746",746,"HERMANN CHILDREN'S HOSPITAL","6411 Fannin Houston  TX  77030","6411 Fannin","Houston"," TX ","77030","NICU Beds:66","Neonatologists: 11","Neonatologists names: Sharon Crandell; Susan Denson; Susan Dewitt; Sherlene Dreyer; Jose Garcia; Brenda Harvey; Brenda Hook; John Ross; Faten Shabarek; David Simchowitz; John Sparks",NA
"747",747,"HOUSTON NORTHWEST MEDICAL CENTER","710 FM 1960 W. Houston  TX  77090","710 FM 1960 W.","Houston"," TX ","77090","NICU Beds:15","Neonatologists: 3","Neonatologists names: Margia Pernoll; Richard Rivas; Cheryl Robinson",NA
"748",748,"LYNDON BAINES JOHNSON HOSPITAL","5656 Kelly St. Houston  TX  77026","5656 Kelly St.","Houston"," TX ","77026","NICU Beds:60","Neonatologists:",NA,"Refer to Hermann Children's Hospital"
"749",749,"MEMORIAL HOSPITAL - MEMORIAL CITY","P.O, Box 19173 Houston  TX  77024","P.O, Box 19173","Houston"," TX ","77024","NICU Bads:12","Neonatologists: 3 ","Neonatologists names: Yvonne Barry; P. Chadda; Poovamma Muthappa",NA
"750",750,"MEMORIAL SOUTHWEST HOSPITAL","7600 Beechnut Houston  TX  77074","7600 Beechnut","Houston"," TX ","77074","NICU Beds:28","Neonatologists:6 ","Neonatologists names: Margo Cox; Sally Downey; Zui Freidman; Eugene Ginsberg; Chang Hu; Valerie Moore",NA
"751",751,"METHODIST HOSPITAL","6565 Fannin Houston  TX  77030","6565 Fannin","Houston"," TX ","77030","NICU Beds: 14","Neonatologists:",NA,"Refer lo Baylor College of Medicine Neonatologist"
"752",752,"SHARPSTOWN GENERAL HOSPITAL","6700 Bellair Blvd. Houston  TX  77074","6700 Bellair Blvd.","Houston"," TX ","77074","NICU Beds:4","Neonatologists: 2","Neonatologists names: Zvi Freidman; Adney Pichanick",NA
"753",753,"ST. JOSEPH HOSPITAL","1919 Labranch St. Houston  TX  77002","1919 Labranch St.","Houston"," TX ","77002","NICU Beds:35","Neonatologists:3","Neonatologists names: Elizabeth O'Donnell; Hector Pierantoni; Lakshmy Rajagopalan ",NA
"754",754,"TEXAS CHILDREN'S HOSPITAL","P.O, Box 300830, 6621 Fannin Houston  TX  77030","P.O, Box 300830, 6621 Fannin","Houston"," TX ","77030","NICU Beds: 110","Neonatologists: 25 ","Neonatologists names: Steven Abrams; James Adams; Lisa Adcock; Craig Anderson; Carol Berseth; Gergardo Cabera-Meza; Timothy Cooper; Stephen Elliott; Jospeh Garcia-Prats; Alfred Gest; Michael Gomez; Charleta Guillory; Scott Jarriel; Karen Johnson; Catherine Jones; Joyce Koenig; Meghan McDonald; Alicia Moise; Richard Schanler; Michael Speer; Kerry Stewart; Deborah Tom; Mary Wearden; Leonard Weisman; Stephen Welty",NA
"755",755,"WOMEN'S HOSPITAL OF TEXAS","7600 Fannin St. Houston  TX  77054","7600 Fannin St.","Houston"," TX ","77054","NICU Beds:44","Neonatologists:",NA,"Refer to Baylor College of Medicine Neonatologist"
"756",756,"NORTHEAST MEDICAL CENTER","18951 Memorial N. Humble  TX  77338","18951 Memorial N.","Humble"," TX ","77338","NICU Beds:6","Neonatologists: 1 ","Neonatologists names: Angel Munoz",NA
"757",757,"WILLFORD HALL USAF MEDICAL CENTER","2200 Berquist Dr., Ste. #1 Lackland AFB  TX  78236","2200 Berquist Dr., Ste. #1","Lackland AFB"," TX ","78236","NICU Beds:35","Neonatologists:9","Neonatologists names: Michael Battista; Daniel Biehl; Jeffrey Butler; Howard Heiman; David Louder; Thomas Perkins; Jeffrey Schenberger; Richard Stribley; Bradley Yoder",NA
"758",758,"DOCTORS HOSPITAL OF LAREDO","500 E. Mann Rd. Laredo  TX  78044","500 E. Mann Rd.","Laredo"," TX ","78044","NICU Beds:10","Neonatologists:",NA,"Refer to Mercy Regional Medical Center"
"759",759,"MERCY REGIONAL MEDICAL CENTER","1515 Logan Ave. Laredo  TX  78044","1515 Logan Ave.","Laredo"," TX ","78044","NICU Beds:15","Neonatologists: 3","Neonatologists names: Roman Alvarez; Francisco Cervantes-Gonzales; Rebecca Uribe Garza",NA
"760",760,"METHODIST HOSPITAL","3615 19th St. Lubbock  TX  79410","3615 19th St.","Lubbock"," TX ","79410","NICU Bads:23","Neonatologists: 2","Neonatologists names: Edwing Contreras; Antonio Santiago",NA
"761",761,"UNIVERSITY MEDICAL CENTER","602 Indiana Ave.  Lubbock  TX  79417","602 Indiana Ave. ","Lubbock"," TX ","79417","NICU Beds:47","Neonatologists: 3 ","Neonatologists names: Marian Myers; Fortunato Perez; Catherine Watts",NA
"762",762,"MC ALLEN MEDICAL GENTER","301 W. Expressway 83 Mc Allen  TX  78503","301 W. Expressway 83","Mc Allen"," TX ","78503","NICU Beds:53","Neonatologists:4 ","Neonatologists names: Ramiro Caballero; Joe Mendiola Jr.; Javier Ramirez-Lavin; Kusumam Sidharthan",NA
"763",763,"MEDICAL CENTER HOSPITAL","P.O. Box 7239 Odessa  TX  79760","P.O. Box 7239","Odessa"," TX ","79760","NICU Beds:20","Neonatologists: 3 ","Neonatologists names: Robert Bennett; Alfred Karickoff; Anthony Talbert",NA
"764",764,"HCA MEDICAL CENTER OF PLANO","3901 W. 15th St. Plano  TX  75076","3901 W. 15th St.","Plano"," TX ","75076","NICU Beds:18","Neonatologists:",NA,"Refer to Presbyterian Hospital of Dallas"
"765",765,"BAPTIST MEDICAL CENTER","111 Dallas St. San Antonio  TX  78205","111 Dallas St.","San Antonio"," TX ","78205","NICU Beds:8","Neonatologists:",NA,"Refer to University Hospital"
"766",766,"METHODIST HOSPITAL","7700 Floyd Curl Dr. San Antonio  TX  78229","7700 Floyd Curl Dr.","San Antonio"," TX ","78229","NICU Beds:20","Neonatologists:",NA,"Refer to Santa Rosa Children's Hospital"
"767",767,"NORTHEAST BAPTIST HOSPITAL","8811 Village Dr. San Antonio  TX  78247","8811 Village Dr.","San Antonio"," TX ","78247","NICU Beds:4","Neonatologists:",NA,"Refer to University Hospital"
"768",768,"SANTA ROSA CHILDREN'S HOSPITAL","519 W. Houston Sart Antonio  TX  78205","519 W. Houston","Sart Antonio"," TX ","78205","NICU Beds:40","Noonatologists: 12","Neonatologists names: Remedios Agrawal; Melvin Baden; Anthony Corbet; Alejandro Gonzalez; Leonard Hilliard; Werner Keidel; Blanca Molina; David Mullins; Carlos Nieto; Amil Ortiz; Marisol Ortiz-Montes; William Parry",NA
"769",769,"UNIVERSITY HOSPITAL","4502 Medical Dr. San Antonio  TX  78229","4502 Medical Dr.","San Antonio"," TX ","78229","NICU Beds:60","Neonatologists: 8 ","Neonatologists names: Robert Castro; Marilyn Escobedo; Alice Gong; Susan Seidner; Neena Shah",NA
"770",770,"WOMEN'S AND CHILDREN HOSPITAL","8109 Fredericksburg Rd. San Antonio  TX  78229","8109 Fredericksburg Rd.","San Antonio"," TX ","78229","NICU Beds:24","Neonatologists:",NA,"Refer to Santa Rosa Children's Hospital"
"771",771,"SCOTT AND WHITE MEMORIAL HOSPITAL","2401 S. 31st St. Temple  TX  76508","2401 S. 31st St.","Temple"," TX ","76508","NICU Beds:38","Neonatolonists:4","Neonatologists names: Madhava Beeram; Cheryl Cipriani; David Krauss; Charles Oltorf",NA
"772",772,"HILLCREST BAPTIST MEDICAL CENTER","3000 Herring Waco  TX  76708","3000 Herring","Waco"," TX ","76708","NICU Beds:23","Neonatologists:1","Neonatologists names: Darrell Wheeler",NA
"773",773,"MC KAY-DEE HOSPITAL CENTER","3939 Harrison Blvd. Ogden  UT  84409","3939 Harrison Blvd.","Ogden"," UT ","84409","NICU Beds:22","Neonatologists: 3","Neonatologists names: Anne Anderson; Michael Clark; Catherine Reed",NA
"774",774,"ST. BENEDICT'S HOSPITAL","5475 S. 500 East. Ogden  UT  84405","5475 S. 500 East.","Ogden"," UT ","84405","NICU Beds:24","Neonatologists: 3","Neonatologists names: Nick Harper; Joan Hulme; Lyn Peterson",NA
"775",775,"UTAH VALLEY REGIONAL MEDICAL CENTER","1034 N. 500 W. Provo  UT  84605","1034 N. 500 W.","Provo"," UT ","84605","NICU Beds:32","Neonatologists: 4","Neonatologists names:  Dale Gerstman; Les Lang; Stephen Minton; Ronald Stoddard",NA
"776",776,"FHP UTAH HOSPITAL","2500 S. State Salt Lake City  UT  84115","2500 S. State","Salt Lake City"," UT ","84115","NICU Beds:12","Neonatologists:3","Neonatologists names: David Johnson; Tim Lapine; Susan Wiedmeir",NA
"777",777,"L.D.S. HOSPITAL","8th Ave. And C St. Salt Lake City  UT  84143","8th Ave. And C St.","Salt Lake City"," UT ","84143","NICU Beds:18","Neonatologists:",NA,"Refer to University of Utah School of Medicine"
"778",778,"PRIMARY CHILDREN'S MEDICAL CENTER","100 N. Medical Dr. Salt Lake City  UT  84113","100 N. Medical Dr.","Salt Lake City"," UT ","84113","NICU Beds:35","Neonatologists:",NA,"Refer to University of Utah School of Medicine"
"779",779,"UNIVERSITY OF UTAH SCHOOL OF MEDICINE","50 N. Medical Dr. Salt Lake City  UT  84132","50 N. Medical Dr.","Salt Lake City"," UT ","84132","NICU Beds:36","Neonatologists: 17","Neonatologists names: Richard Bland; Ronald Bloom; John Britton; David Carlton; Gary Chan; David Coulter; John Dolcourt; August Jung; Jerald king; Diane Lorant; Amy Mac Ritchie; Ross Milley; Daniel Satterwhite; Kurt Schibler; Michael Trautman; Robert Ward",NA
"780",780,"MEDICAL CENTER HOSPITAL OF VERMONT","Colchester Ave. Burlington  VT  05401","Colchester Ave.","Burlington"," VT ","05401","NICU Beds:22","Neonatologists:5","Neonatologists names: Anne Hodgson; Jeffrey Horbar; Jerold Lucey; Charles Mercier; Roger Soll",NA
"781",781,"UNIVERSITY OF VIRGINIA HEALTH SCIENCES CENTER","140 Hospital Dr. Charlottesville  VA  22908","140 Hospital Dr.","Charlottesville"," VA ","22908","NICU Beds:31","Neonatologists: 6","Neonatologists names: Robert Boyle; Victoria Camerini; Pamela Griffin; John Kattwinkel; Thomas Massaro; Robert Roberts",NA
"782",782,"FAIR OAKS HOSPITAL","3600 Joseph Siewick Dr. Fairfax  VA  22033","3600 Joseph Siewick Dr.","Fairfax"," VA ","22033","NICU Beds:7","Neonatologists:",NA,"Refer to Fairfax Hospital, Falls Churh"
"783",783,"FAIRFAX HOSPITAL","3300 Gallows Rd. Falls Church  VA  22046","3300 Gallows Rd.","Falls Church"," VA ","22046","NICU Beds:47","Neonatologists:16 ","Neonatologists names: Margot Ahronovich; Robin Baker; Robert Beck; Afsanneh Hessamfar; Janet Hilliard; Tom Hull; Daniele Huntington; Georgis Kefale; Lloyd Kramer; Raul Lezarte; Fern Litman-Mazo; John North; Tong Park; Alan Silk; Stephen Spurr; Linda Tribble",NA
"784",784,"MARY WASHINGTON HOSPITAL","1001 Sam Perry Blvd. Fredericksburg  VA  22401","1001 Sam Perry Blvd.","Fredericksburg"," VA ","22401","NICU Beds:42","Neonatologists: 3 ","Neonatologists names: Jyoti Amin; Jun Kang; Elizabeth Rosenberry",NA
"785",785,"VIRGINIA BAPTIST HOSPITAL","3300 Rivermont Ave. Lynchburg  VA  24503","3300 Rivermont Ave.","Lynchburg"," VA ","24503","NICU Beds:13","Neonatologists:2","Neonatologists names: Allen Majewski; Samuel Willinger",NA
"786",786,"PRINCE WILLIAM HOSPITAL","8700 Sudley Rd. Manassas  VA  22110","8700 Sudley Rd.","Manassas"," VA ","22110","NICU Beds: 15","Neonatologists: 1 ","Neonatologists names: Shantharama Karanth",NA
"787",787,"CHILDREN'S HOSPITAL OF THE KING'S DAUGHTERS","601 Children’s Lane Norfolk  VA  23507","601 Children’s Lane","Norfolk"," VA ","23507","NICU Beds:56","Neonatologists: 9","Neonatologists names: William Bass; Deborah Devendorf; Clarence Gowen Jr.; Glen Green; Gary Karlowicz; Edward Karotkin; Jamil Khan; David Oelberg; Brian Wood",NA
"788",788,"NAVAL MEDICAL CENTER PORTSMOUTH ","John Paul Jones Porlsmouth  VA  23708","John Paul Jones","Porlsmouth"," VA ","23708","NICU Beds:13","Neonatologists: 3 ","Neonatologists names: Kelley Hersey; Katherine Nichols; Mark Wright",NA
"789",789,"HCA CHIPPENHAM MEDICAL CENTER","7101 Jahnke Rd.  Richmond  VA  23225","7101 Jahnke Rd. ","Richmond"," VA ","23225","NICU Beds:15","Neonatelogists: 2","Neonatologists names: Raymond Farhi; Sandy Tarant",NA
"790",790,"HCA HENRICO DOCTOR'S HOSPITAL","1602 Skipwith Rd. Richmond  VA  23229","1602 Skipwith Rd.","Richmond"," VA ","23229","NICU Beds:27","Neonalologists: 4 ","Neonatologists names: Susan Brown; Casey Falterman; Charles Frakes; Kevin Halbert",NA
"791",791,"MEDICAL COLLEGE OF VIRGINIA HOSPITALS","P.O. Box 980276 Richmond  VA  23298","P.O. Box 980276","Richmond"," VA ","23298","NICU Beds:54","Neonatologists: 7 ","Neonatologists names: Bakeer Al-Mateen; Gary Gutcher; Kathryn Kerkering; Carter Lifshutz; Dawn Mueller; Henry Rozycki; Janet Wingkun",NA
"792",792,"RICHMOND MEMORIAL HOSPITAL","1300 Westwood Ave. Richmond  VA  23227","1300 Westwood Ave.","Richmond"," VA ","23227","NICU Beds:6","Neonatologists:1","Neonatologists names: Sunil Gupta",NA
"793",793,"ST. MARY'S HOSPITAL","5801 Bremo Rd. Richmond  VA  23226","5801 Bremo Rd.","Richmond"," VA ","23226","NICU Beds:10","Neonatologists:",NA,"Refer to Modical College of Virginia Hospitals"
"794",794,"COMMUNITY HOSPITAL OF ROANOKE VALLEY ","102 Highland Ave., Ste. 435 Roanoke  VA  24013","102 Highland Ave., Ste. 435","Roanoke"," VA ","24013","NICU Beds:35","Neonatologists: 5 ","Neonatologists names: Robert Allen; Gilbert Frank; Linda Krell; Louis Weisberg; Hugh Wells",NA
"795",795,"VIRGINIA BEACH GENERAL HOSPITAL","1060 First Colonial Rd. Virginia Beach  VA  23454","1060 First Colonial Rd.","Virginia Beach"," VA ","23454","NICU Beds:8","Neonatologists: 3","Neonatologists names: Robert Balcom; Carol Delfaus; Michael Dwyer",NA
"796",796,"WINCHESTER MEDICAL CENTER","P.O. Box 3340 Winchester  VA  22601","P.O. Box 3340","Winchester"," VA ","22601","NICU Beds:6","Neonatologists: 2","Neonatologists names: Helen O'Donovan; John Williams ",NA
"797",797,"POTOMAC HOSPITAL","2300 Opilz Blvd. Woodbridge  VA  22191","2300 Opilz Blvd.","Woodbridge"," VA ","22191","NICU Beds:5","Neonatologists: 3","Neonatologists names: Tom Hull; Georgis Kefale; Linda Tribble",NA
"798",798,"OVERLAKE HOSPITAL MEDICAL CENTER","1035 116th Ave. N.E. Bellevue  WA  98004","1035 116th Ave. N.E.","Bellevue"," WA ","98004","NICU Beds:10","Neonatotogists: 7","Neonatologists names: Richard Badura; Stephen Chentow; Ann Hodgson; Barry Lawson; John Prueitt; Katalin Szaniszlo; ",NA
"799",799,"STEVENS MEMORIAL HOSPITAL","21601 76th Ave. W. Edmonds  WA  98026","21601 76th Ave. W.","Edmonds"," WA ","98026","NICU Bads:6","Neonatologists: ",NA,"Refer to Overlake Hospital Medical Center"
"800",800,"GENERAL HOSPITAL MEDICAL CENTER","P.O, Box 1147 Everett  WA 98206","P.O, Box 1147","Everett"," WA","98206","NICU Beds:15","Neonatologists:",NA,"Refer to Overlake Hospital Medical Center"
"801",801,"EVERGREEN HOSPITAL MEDICAL CENTER","12040 N.E. 128th St. Kirkland  WA  98034","12040 N.E. 128th St.","Kirkland"," WA ","98034","NICU Beds: 14","Neonatologists:",NA,"Refer to Overlake Hospital Medical Center"
"802",802,"VALLEY MEDICAL CENTER","400 S. 43rd, St. Renton  WA  98055","400 S. 43rd, St.","Renton"," WA ","98055","NICU Beds:12","Neonatologists:",NA,"Refer to Overlake Hospital Medical Center"
"803",803,"KADLEC MEDICAL CENTER","888 Swift Blvd.  Richland  WA  99352","888 Swift Blvd. ","Richland"," WA ","99352","NICU Beds:12","Neonatologists: 2 ","Neonatologists names: Miriam Batol-Zaragoza; Anthony Hadeed",NA
"804",804,"CHILDREN'S HOSPITAL AND MEDICAL CENTER","4800 Sand Point Way NE, Box 5371 Seattle  WA  98105","4800 Sand Point Way NE, Box 5371","Seattle"," WA ","98105","NICU Beds:19","Neonatologists:",NA,"Refer to University of Washington Medical Center"
"805",805,"NORTHWEST HOSPITAL","1550 N. 115th St. Seattle  WA  98133","1550 N. 115th St.","Seattle"," WA ","98133","NICU Beds:6","Neonatologists:",NA,"Refer to Overlake Hospital Medical Center"
"806",806,"PROVIDENCE MEDICAL CENTER","P.O. Box C-34008 Seattle  WA  98124","P.O. Box C-34008","Seattle"," WA ","98124","NICU Beds:6","Neonatologists:",NA,"Refer to Overlake Hospital Medical Center"
"807",807,"SWEDISH MEDICAL CENTER-SEATTLE","747 Broadway Seattle  WA  98114","747 Broadway","Seattle"," WA ","98114","NICU Beds:36","Neonatologists:5","Neonatologists names: Paul Conrad; Charles French; Michael Kamitsuka; Paula Raschko; Terrence Sweeney",NA
"808",808,"UNIVERSITY OF WASHINGTON MEDICAL CENTER","1959 N.E, Pacific, RC-35 Seattle  WA  98195","1959 N.E, Pacific, RC-35","Seattle"," WA ","98195","NICU Beds:32","Neonatologists: 7 ","Neonatologists names: Alan Hodson; Craig Jackson; Dennis Mayock; Janet Murphy; Thomas Strandjord; Peter Tarczy-Hornoch; David Woodrum",NA
"809",809,"DEACONESS MEDICAL CENTER","W. 800 5th Ave. Spokane  WA  99220","W. 800 5th Ave.","Spokane"," WA ","99220","NICU Beds:18","Neonatologists: 5 ","Neonatologists names: Welzie Allen; Carl Bodenstein; Hrair Garabedian; Priscilla Hancock; Ronald Shapiro",NA
"810",810,"SACRED HEART MEDICAL CENTER","P.O. Box 2555 Spokane  WA  99220","P.O. Box 2555","Spokane"," WA ","99220","NICU Beds:15","Neonatologists:",NA,"Refer fo Deaconess Medical Center"
